!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Compound" TableName="Compound"							
!Compound	!Name	!Location	!Charge	!IsConstant	!SBOTerm	!InitialConcentration	!Identifiers:obo.chebi
M_CE2172_c	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	c	1	False	247	1.0	
M_CE2173_c	N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	c	0	False	247	1.0	
M_CE2174_c	4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	c	1	False	247	1.0	
M_CE2122_c	methyl indole-3-acetate	c	0	False	247	1.0	
M_CE5747_c	N-retinylidene-N-retinylethanolamine	c	1	False	247	1.0	
M_CE5752_c	iso-A2E(13-cis)	c	1	False	247	1.0	
M_CE5753_c	iso-A2E(11-cis)	c	1	False	247	1.0	
M_CE5754_c	iso-A2E(9-cis)	c	1	False	247	1.0	
M_CE5755_c	iso-A2E(9,13-di-cis)	c	1	False	247	1.0	
M_CE2953_c	rac-5,6-epoxy-retinoate	c	-1	False	247	1.0	
M_CE2958_c	rac-5,6-epoxy-retinoyl-beta-D-glucuronide	c	-1	False	247	1.0	
M_CE2953_r	rac-5,6-epoxy-retinoate	r	-1	False	247	1.0	
M_CE2958_r	rac-5,6-epoxy-retinoyl-beta-D-glucuronide	r	-1	False	247	1.0	
M_CE2959_r	13-cis-retinoyl-beta-D-glucuronide	r	-1	False	247	1.0	
M_CE2961_c	4-hydroxy-all-trans-retinyl acetate	c	0	False	247	1.0	
M_CE2962_c	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl acetate	c	-1	False	247	1.0	
M_CE2961_r	4-hydroxy-all-trans-retinyl acetate	r	0	False	247	1.0	
M_CE2962_r	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl acetate	r	-1	False	247	1.0	
M_CE5756_c	9-cis-retinoyl-beta-D-glucuronide	c	-1	False	247	1.0	
M_CE5756_r	9-cis-retinoyl-beta-D-glucuronide	r	-1	False	247	1.0	
M_CE5757_c	4-oxo-9-cis-retinoyl-beta-glucuronide	c	-1	False	247	1.0	
M_CE5757_r	4-oxo-9-cis-retinoyl-beta-glucuronide	r	-1	False	247	1.0	
M_CE1162_c	vitamin A2	c	0	False	247	1.0	
M_CE2955_c	all-trans-3,4-didehydroretinoate	c	-1	False	247	1.0	
M_C03681_c	5alpha-Pregnane-3,20-dione	c	0	False	247	1.0	CHEBI:28952
M_CE2211_c	allopregnanolone	c	0	False	247	1.0	CHEBI:50169
M_CE5072_c	21-hydroxyallopregnanolone	c	0	False	247	1.0	
M_CE2211_r	allopregnanolone	r	0	False	247	1.0	CHEBI:50169
M_CE5072_r	21-hydroxyallopregnanolone	r	0	False	247	1.0	
M_cyst_L_m	L-cystathionine	m	0	False	247	1.0	CHEBI:17482
M_CE5082_m	N-acetyl-L-cystathionine	m	-1	False	247	1.0	
M_CE5775_c	iso-A2E(9-cis)	c	1	False	247	1.0	
M_CE5776_c	iso-A2E(11-cis)	c	1	False	247	1.0	
M_CE1293_c	27alpha-hydroxy-7-dehydrocholesterol	c	0	False	247	1.0	
M_CE1297_c	8-dehydrocholesterol	c	0	False	247	1.0	
M_CE1294_c	27alpha-hydroxy-8-dehydrocholesterol	c	0	False	247	1.0	
M_CE1297_m	8-dehydrocholesterol	m	0	False	247	1.0	
M_CE1294_m	27alpha-hydroxy-8-dehydrocholesterol	m	0	False	247	1.0	
M_CE1310_m	N-acetyl-L-cysteine	m	-1	False	247	1.0	CHEBI:28939
M_C05300_c	16alpha-Hydroxyestrone	c	0	False	247	1.0	CHEBI:776
M_C05300_r	16alpha-Hydroxyestrone	r	0	False	247	1.0	CHEBI:776
M_CE2963_c	5,6-epoxy-13-cis-retinoate	c	-1	False	247	1.0	
M_CE2964_c	5,8-epoxy-13-cis-retinoate	c	-1	False	247	1.0	
M_CE5932_c	13,14-epoxy-retinol	c	0	False	247	1.0	
M_CE5013_c	14-hydroxy-4,14-retro-retinol	c	0	False	247	1.0	
M_CE5014_c	anhydroretinol	c	0	False	247	1.0	CHEBI:793340
M_CE3136_c	9-cis-4-oxo-13,14-dihydro-retinoate	c	-1	False	247	1.0	
M_CE5782_c	somatostatin	c	2	False	247	1.0	CHEBI:168308
M_CE5783_c	Somatostatin fragment 3-14	c	2	False	247	1.0	
M_CE5786_c	kinetensin	c	2	False	247	1.0	
M_CE5788_c	kinetensin 1-7	c	2	False	247	1.0	
M_CE5786_e	kinetensin	e	2	False	247	1.0	
M_CE5788_e	kinetensin 1-7	e	2	False	247	1.0	
M_CE5789_c	kinetensin 1-8	c	2	False	247	1.0	
M_CE5789_e	kinetensin 1-8	e	2	False	247	1.0	
M_CE5794_c	neuromedin B	c	1	False	247	1.0	
M_CE5795_c	neuromedin B (1-3)	c	0	False	247	1.0	
M_CE5796_c	neuromedin B (4-10)	c	1	False	247	1.0	
M_CE5794_l	neuromedin B	l	1	False	247	1.0	
M_CE5795_l	neuromedin B (1-3)	l	0	False	247	1.0	
M_CE5796_l	neuromedin B (4-10)	l	1	False	247	1.0	
M_CE5797_c	neuromedin N	c	0	False	247	1.0	
M_CE5798_c	neuromedin N (1-4)	c	0	False	247	1.0	
M_CE5797_e	neuromedin N	e	0	False	247	1.0	
M_CE5798_e	neuromedin N (1-4)	e	0	False	247	1.0	
M_CE5456_c	(R)-2-hydroxy-4-methylpentanoate	c	-1	False	247	1.0	CHEBI:55535
M_CE5276_c	dopamine o-quinone	c	1	False	247	1.0	
M_CE5025_c	5-S-glutathionyl-dopamine	c	0	False	247	1.0	
M_CE5276_x	dopamine o-quinone	x	1	False	247	1.0	
M_CE5025_x	5-S-glutathionyl-dopamine	x	0	False	247	1.0	
M_CE5787_e	kinetensin 1-3	e	1	False	247	1.0	
M_CE5791_e	kinetensin 4-8	e	1	False	247	1.0	
M_C03958_c	Thyrotropin releasing hormone	c	0	False	247	1.0	CHEBI:35940
M_CE5820_c	histidyl-prolinamide	c	1	False	247	1.0	
M_CE5241_c	2-hydroxy-17beta-estradiol-1-S-glutathione	c	-1	False	247	1.0	
M_CE5241_m	2-hydroxy-17beta-estradiol-1-S-glutathione	m	-1	False	247	1.0	
M_CE5241_r	2-hydroxy-17beta-estradiol-1-S-glutathione	r	-1	False	247	1.0	
M_CE5241_x	2-hydroxy-17beta-estradiol-1-S-glutathione	x	-1	False	247	1.0	
M_CE5240_c	2-hydroxyestrone-4-S-glutathione	c	-1	False	247	1.0	
M_CE5240_m	2-hydroxyestrone-4-S-glutathione	m	-1	False	247	1.0	
M_CE5240_r	2-hydroxyestrone-4-S-glutathione	r	-1	False	247	1.0	
M_CE5240_x	2-hydroxyestrone-4-S-glutathione	x	-1	False	247	1.0	
M_CE5021_c	alpha-tocopheryl hydroquinone	c	0	False	247	1.0	
M_CE5022_c	alpha-tocopheryl quinone	c	0	False	247	1.0	
M_CE2072_c	putreanine	c	1	False	247	1.0	
M_CE1941_c	isoputreanine	c	1	False	247	1.0	
M_CE1937_c	spermic acid 1	c	2	False	247	1.0	
M_CE2576_c	4-hydroperoxy-2-nonenal	c	0	False	247	1.0	
M_CE2577_c	4-oxo-2-nonenal	c	0	False	247	1.0	CHEBI:58972
M_hLkynr_m	3-hydroxy-L-kynurenine	m	0	False	247	1.0	CHEBI:17380
M_C02470_m	Xanthurenic acid	m	-1	False	247	1.0	
M_CE4936_c	N-acetyl-leukotriene E4	c	-2	False	247	1.0	
M_leuktrE4_n	leukotriene E4(1-)	n	-1	False	247	1.0	CHEBI:57462
M_CE4936_n	N-acetyl-leukotriene E4	n	-2	False	247	1.0	
M_CE5835_c	8alpha-hydroxytocopherone	c	0	False	247	1.0	
M_CE5837_c	7,8-epoxy-8alpha-hydroperoxytocopherone	c	0	False	247	1.0	
M_CE5838_c	5,6-epoxy-alpha-tocopheryl quinone	c	0	False	247	1.0	
M_CE5839_c	4alpha,5-epoxy-8alpha-hydroperoxytocopherone	c	0	False	247	1.0	
M_CE5840_c	2,3-epoxy-alpha-tocopheryl quinone	c	0	False	247	1.0	
M_CE1924_c	(+)-gama-tocopherol	c	0	False	247	1.0	
M_CE5655_c	13-hydroxy-gama-tocopherol	c	0	False	247	1.0	
M_CE1924_r	(+)-gama-tocopherol	r	0	False	247	1.0	
M_CE5655_r	13-hydroxy-gama-tocopherol	r	0	False	247	1.0	
M_CE5842_c	13-hydroxy-alpha-tocopherol	c	0	False	247	1.0	
M_CE5843_c	13-carboxy-alpha-tocopherol	c	-1	False	247	1.0	
M_CE5842_r	13-hydroxy-alpha-tocopherol	r	0	False	247	1.0	
M_CE5843_r	13-carboxy-alpha-tocopherol	r	-1	False	247	1.0	
M_CE2196_c	(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline	c	1	False	247	1.0	
M_C05302_c	2-Methoxyestradiol-17beta	c	0	False	247	1.0	CHEBI:28955
M_avite1_r	(+)-alpha-tocopherol	r	0	False	247	1.0	CHEBI:18145
M_CE4898_c	13-carboxy-gama-tocopherol	c	-1	False	247	1.0	
M_CE4898_r	13-carboxy-gama-tocopherol	r	-1	False	247	1.0	
M_CE1925_c	3-carboxy-alpha-chromanol	c	-1	False	247	1.0	
M_CE5853_c	alpha-CEHC-glucuronide	c	-1	False	247	1.0	
M_CE1925_r	3-carboxy-alpha-chromanol	r	-1	False	247	1.0	
M_CE5853_r	alpha-CEHC-glucuronide	r	-1	False	247	1.0	
M_CE1926_c	gama-carboxyethyl-hydroxychroman	c	-1	False	247	1.0	
M_CE5854_c	gama-CEHC-glucuronide	c	-1	False	247	1.0	
M_CE1926_r	gama-carboxyethyl-hydroxychroman	r	-1	False	247	1.0	
M_CE5854_r	gama-CEHC-glucuronide	r	-1	False	247	1.0	
M_C05109_c	24,25-Dihydrolanosterol	c	0	False	247	1.0	CHEBI:28113
M_CE2321_c	cholesta-5,7,24-trien-3beta-ol	c	0	False	247	1.0	
M_dsmsterol_c	desmosterol	c	0	False	247	1.0	CHEBI:17737
M_CE2321_n	cholesta-5,7,24-trien-3beta-ol	n	0	False	247	1.0	
M_dsmsterol_n	desmosterol	n	0	False	247	1.0	CHEBI:17737
M_CE4968_m	isovalerylglycine	m	-1	False	247	1.0	
M_CE4970_m	2-methylbutyrylglycine	m	-1	False	247	1.0	
M_CE4969_m	isobutyrylglycine	m	-1	False	247	1.0	
M_CE5860_c	N-acetyl-5-methoxykynuramine	c	0	False	247	1.0	
M_CE2095_c	3-hydroxykynurenine-O-beta-D-glucoside	c	0	False	247	1.0	
M_CE3086_c	4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid O-glucoside	c	-1	False	247	1.0	
M_CE3092_c	glutathionyl-3-hydroxykynurenine glucoside	c	-1	False	247	1.0	
M_CE2095_m	3-hydroxykynurenine-O-beta-D-glucoside	m	0	False	247	1.0	
M_CE3092_m	glutathionyl-3-hydroxykynurenine glucoside	m	-1	False	247	1.0	
M_CE5829_c	5-HT-moduline	c	0	False	247	1.0	
M_CE5865_c	L-leucyl-L-serine	c	0	False	247	1.0	
M_CE5866_c	L-alanyl-L-leucine	c	0	False	247	1.0	
M_CE5867_c	N-acetyl-seryl-aspartyl-lysyl-proline	c	-1	False	247	1.0	
M_CE5868_c	N-acetyl-seryl-aspartate	c	-2	False	247	1.0	
M_CE5869_c	lysyl-proline	c	1	False	247	1.0	
M_CE5867_e	N-acetyl-seryl-aspartyl-lysyl-proline	e	-1	False	247	1.0	
M_CE5868_e	N-acetyl-seryl-aspartate	e	-2	False	247	1.0	
M_CE5869_e	lysyl-proline	e	1	False	247	1.0	
M_CE5016_c	13,14-dihydroxy-retinol	c	0	False	247	1.0	
M_CE5875_m	2-methylglutaconyl-CoA	m	-5	False	247	1.0	
M_CE5068_m	2-methylglutaconic acid	m	-2	False	247	1.0	
M_CE2102_c	lipoyllysine	c	0	False	247	1.0	
M_C06948_c	Diazepam	c	0	False	247	1.0	CHEBI:49575
M_C07486_c	Nordazepam	c	0	False	247	1.0	CHEBI:111762
M_C06948_r	Diazepam	r	0	False	247	1.0	CHEBI:49575
M_fald_r	formaldehyde	r	0	False	247	1.0	CHEBI:16842
M_C07486_r	Nordazepam	r	0	False	247	1.0	CHEBI:111762
M_CE3140_c	1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate	c	0	False	247	1.0	
M_CE3087_c	beta-carboline	c	0	False	247	1.0	CHEBI:109895
M_C09209_c	Harman	c	0	False	247	1.0	
M_C06453_c	Methylcobalamin	c	-1	False	247	1.0	CHEBI:28115
M_CE4633_c	hypochlorous acid	c	0	False	247	1.0	CHEBI:24757
M_CE4633_e	hypochlorous acid	e	0	False	247	1.0	CHEBI:24757
M_cl_l	chloride	l	-1	False	247	1.0	CHEBI:17996
M_CE4633_l	hypochlorous acid	l	0	False	247	1.0	CHEBI:24757
M_cl_n	chloride	n	-1	False	247	1.0	CHEBI:17996
M_CE4633_n	hypochlorous acid	n	0	False	247	1.0	CHEBI:24757
M_CE4881_c	nitryl chloride	c	0	False	247	1.0	
M_CE4881_e	nitryl chloride	e	0	False	247	1.0	
M_no2_l	Nitrite	l	-1	False	247	1.0	CHEBI:16301
M_CE4881_l	nitryl chloride	l	0	False	247	1.0	
M_no2_n	Nitrite	n	-1	False	247	1.0	CHEBI:16301
M_CE4881_n	nitryl chloride	n	0	False	247	1.0	
M_CE5536_c	adrenochrome	c	0	False	247	1.0	
M_CE5541_c	adrenochrome o-semiquinone	c	-1	False	247	1.0	
M_CE5538_c	noradrenochrome	c	0	False	247	1.0	
M_CE5542_c	noradrenochrome o-semiquinone	c	-1	False	247	1.0	
M_CE5546_c	5-S-glutathionyl-adrenochrome hydroquinone	c	-1	False	247	1.0	
M_CE5536_x	adrenochrome	x	0	False	247	1.0	
M_CE5546_x	5-S-glutathionyl-adrenochrome hydroquinone	x	-1	False	247	1.0	
M_CE5547_c	5-S-glutathionyl-noradrenochrome hydroquinone	c	-1	False	247	1.0	
M_CE5538_x	noradrenochrome	x	0	False	247	1.0	
M_CE5547_x	5-S-glutathionyl-noradrenochrome hydroquinone	x	-1	False	247	1.0	
M_CE5544_c	5-S-glutathionyl-dopachrome hydroquinone	c	-2	False	247	1.0	
M_L_dpchrm_x	L-dopachromate	x	-1	False	247	1.0	CHEBI:57509
M_CE5544_x	5-S-glutathionyl-dopachrome hydroquinone	x	-2	False	247	1.0	
M_CE5545_c	5-S-glutathionyl-aminochrome reduced	c	-1	False	247	1.0	
M_CE4888_x	dopaminochrome	x	0	False	247	1.0	
M_CE5545_x	5-S-glutathionyl-aminochrome reduced	x	-1	False	247	1.0	
M_CE5665_c	leukoaminochrome	c	0	False	247	1.0	
M_CE5643_c	peroxynitrite	c	-1	False	247	1.0	CHEBI:25941
M_CE6000_c	nitrosoperoxycarbonate	c	-1	False	247	1.0	
M_CE5854_e	gama-CEHC-glucuronide	e	-1	False	247	1.0	
M_glcur_e	D-glucuronate	e	-1	False	247	1.0	CHEBI:15748
M_CE1926_e	gama-carboxyethyl-hydroxychroman	e	-1	False	247	1.0	
M_CE5854_l	gama-CEHC-glucuronide	l	-1	False	247	1.0	
M_CE1926_l	gama-carboxyethyl-hydroxychroman	l	-1	False	247	1.0	
M_CE6205_c	5-methoxytryptophol	c	0	False	247	1.0	
M_CE6252_c	urate radical	c	0	False	247	1.0	
M_CE2949_c	oxoxanthurenate	c	-2	False	247	1.0	
M_CE2947_c	xanthurenate-8-O-beta-D-glucoside	c	-1	False	247	1.0	
M_CE5982_c	melatonin radical	c	0	False	247	1.0	
M_C01041_c	monodehydroascorbate(1-)	c	-1	False	247	1.0	CHEBI:59513
M_CE2615_c	2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline	c	0	False	247	1.0	
M_CE2616_c	2-hydroxyamino-MeIQx-N2-(beta-1-glucosiduronyl)-2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline	c	-1	False	247	1.0	
M_CE2615_r	2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline	r	0	False	247	1.0	
M_CE2616_r	2-hydroxyamino-MeIQx-N2-(beta-1-glucosiduronyl)-2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline	r	-1	False	247	1.0	
M_CE5166_m	25(S)-trihydroxycoprostanoyl-CoA	m	-4	False	247	1.0	
M_CE5165_m	25(R)-trihydroxycoprostanoyl-CoA	m	-4	False	247	1.0	
M_CE5166_x	25(S)-trihydroxycoprostanoyl-CoA	x	-4	False	247	1.0	
M_CE5165_x	25(R)-trihydroxycoprostanoyl-CoA	x	-4	False	247	1.0	
M_CE4872_c	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al	c	0	False	247	1.0	
M_CE4872_m	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al	m	0	False	247	1.0	
M_CE5530_m	7alpha,27-dihydroxycholesterol	m	0	False	247	1.0	CHEBI:18431
M_CE1273_c	5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol	c	0	False	247	1.0	
M_CE1274_c	3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one	c	0	False	247	1.0	
M_CE1274_r	3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one	r	0	False	247	1.0	
M_CE1589_r	deoxycholoyl-CoA	r	-4	False	247	1.0	CHEBI:58810
M_C03990_r	lithocholate	r	-1	False	247	1.0	CHEBI:29744
M_C03990_x	lithocholate	x	-1	False	247	1.0	CHEBI:29744
M_C02592_x	Taurolithocholate	x	-1	False	247	1.0	CHEBI:17179
M_CE5560_x	glycolithocholate	x	-1	False	247	1.0	CHEBI:60008
M_C02712_c	N-Acetylmethionine	c	-1	False	247	1.0	
M_CE1554_c	N-acetyl-L-alanine	c	-1	False	247	1.0	
M_CE1556_c	N-acetyl-L-asparagine	c	-1	False	247	1.0	
M_ppa_x	propionate	x	-1	False	247	1.0	CHEBI:17272
M_udpgal_e	UDP-D-galactose(2-)	e	-2	False	247	1.0	CHEBI:58439
M_crm_hs_e	N-acylsphingosine	e	0	False	247	1.0	CHEBI:52639
M_galside_hs_e	D-galactosyl-N-acylsphingosine	e	0	False	247	1.0	CHEBI:12947
M_udpgal_n	UDP-D-galactose(2-)	n	-2	False	247	1.0	CHEBI:58439
M_crm_hs_n	N-acylsphingosine	n	0	False	247	1.0	CHEBI:52639
M_galside_hs_n	D-galactosyl-N-acylsphingosine	n	0	False	247	1.0	CHEBI:12947
M_udpgal_r	UDP-D-galactose(2-)	r	-2	False	247	1.0	CHEBI:58439
M_galside_hs_r	D-galactosyl-N-acylsphingosine	r	0	False	247	1.0	CHEBI:12947
M_C01290_c	beta-D-Galactosyl-1,4-beta-D-glucosylceramide	c	0	False	247	1.0	CHEBI:17950
M_C01290_g	beta-D-Galactosyl-1,4-beta-D-glucosylceramide	g	0	False	247	1.0	CHEBI:17950
M_CE7047_c	gama-tocopheroxyl radical	c	0	False	247	1.0	
M_CE5986_c	5-nitro-gama-tocopherol	c	0	False	247	1.0	
M_C01747_l	psychosine(1+)	l	1	False	247	1.0	CHEBI:57934
M_C01747_c	psychosine(1+)	c	1	False	247	1.0	CHEBI:57934
M_C02744_c	Psychosine sulfate	c	0	False	247	1.0	CHEBI:17507
M_C01747_g	psychosine(1+)	g	1	False	247	1.0	CHEBI:57934
M_C02744_g	Psychosine sulfate	g	0	False	247	1.0	CHEBI:17507
M_C03405_c	Lactosylceramide sulfate	c	0	False	247	1.0	
M_C03405_g	Lactosylceramide sulfate	g	0	False	247	1.0	
M_CE2119_c	cyclic 3-hydroxymelatonin	c	0	False	247	1.0	
M_CE5125_x	(2S)-pristanoyl-CoA	x	-4	False	247	1.0	
M_CE5126_x	(2R)-pristanoyl-CoA	x	-4	False	247	1.0	
M_C05284_c	11beta-Hydroxyandrost-4-ene-3,17-dione	c	0	False	247	1.0	CHEBI:27967
M_C05284_m	11beta-Hydroxyandrost-4-ene-3,17-dione	m	0	False	247	1.0	CHEBI:27967
M_C05284_r	11beta-Hydroxyandrost-4-ene-3,17-dione	r	0	False	247	1.0	CHEBI:27967
M_CE3075_c	sorbitol 3-phosphate	c	-2	False	247	1.0	
M_alltn_c	Allantoin	c	0	False	247	1.0	CHEBI:15676
M_alltt_c	allantoate	c	-1	False	247	1.0	CHEBI:17536
M_CE0328_c	docosahexaenoate	c	-1	False	247	1.0	
M_CE6423_c	11-peroxy-docosahexaenoate	c	-1	False	247	1.0	
M_CE6426_c	7-peroxy-docosahexaenoate	c	-1	False	247	1.0	
M_CE6429_c	14-peroxy-docosahexaenoate	c	-1	False	247	1.0	
M_CE6435_c	17-peroxy-docosahexaenoate	c	-1	False	247	1.0	
M_CE6432_c	10-peroxy-docosahexaenoate	c	-1	False	247	1.0	
M_CE6438_c	16-peroxy-docosahexaenoate	c	-1	False	247	1.0	
M_CE6420_c	8-peroxy-docosahexaenoate	c	-1	False	247	1.0	
M_CE6444_c	4-hydroperoxy-H4-neuroprostane	c	-1	False	247	1.0	
M_CE6445_c	7-hydroperoxy-H4-neuroprostane	c	-1	False	247	1.0	
M_CE6447_c	10-hydroperoxy-H4-neuroprostane	c	-1	False	247	1.0	
M_CE6446_c	11-hydroperoxy-H4-neuroprostane	c	-1	False	247	1.0	
M_CE6448_c	14-hydroperoxy-H4-neuroprostane	c	-1	False	247	1.0	
M_CE6449_c	13-hydroperoxy-H4-neuroprostane	c	-1	False	247	1.0	
M_CE6451_c	20-hydroperoxy-H4-neuroprostane	c	-1	False	247	1.0	
M_CE6450_c	17-hydroperoxy-H4-neuroprostane	c	-1	False	247	1.0	
M_CE6453_c	4-hydroxy-D4-neuroprostane	c	-1	False	247	1.0	
M_CE6452_c	4-hydroxy-E4-neuroprostane	c	-1	False	247	1.0	
M_CE6454_c	7-hydroxy-E4-neuroprostane	c	-1	False	247	1.0	
M_CE6455_c	7-hydroxy-D4-neuroprostane	c	-1	False	247	1.0	
M_CE6456_c	11-hydroxy-E4-neuroprostane	c	-1	False	247	1.0	
M_CE6457_c	11-hydroxy-D4-neuroprostane	c	-1	False	247	1.0	
M_CE6458_c	10-hydroxy-E4-neuroprostane	c	-1	False	247	1.0	
M_CE6459_c	10-hydroxy-D4-neuroprostane	c	-1	False	247	1.0	
M_CE6460_c	14-hydroxy-E4-neuroprostane	c	-1	False	247	1.0	
M_CE6461_c	14-hydroxy-D4-neuroprostane	c	-1	False	247	1.0	
M_CE6462_c	13-hydroxy-E4-neuroprostane	c	-1	False	247	1.0	
M_CE6463_c	13-hydroxy-D4-neuroprostane	c	-1	False	247	1.0	
M_CE6464_c	17-hydroxy-E4-neuroprostane	c	-1	False	247	1.0	
M_CE6465_c	17-hydroxy-D4-neuroprostane	c	-1	False	247	1.0	
M_CE6467_c	20-hydroxy-D4-neuroprostane	c	-1	False	247	1.0	
M_CE6466_c	20-hydroxy-E4-neuroprostane	c	-1	False	247	1.0	
M_CE0074_c	alloxan	c	0	False	247	1.0	
M_CE0074_e	alloxan	e	0	False	247	1.0	
M_urate_n	7,9-dihydro-1H-purine-2,6,8(3H)-trione	n	0	False	247	1.0	CHEBI:17775
M_urea_n	urea	n	0	False	247	1.0	CHEBI:16199
M_CE0074_n	alloxan	n	0	False	247	1.0	
M_CE7122_c	alpha-tocotrienoxyl radical	c	0	False	247	1.0	
M_C02147_c	dihydrolipoate	c	-1	False	247	1.0	CHEBI:30316
M_CE2592_c	(S)-3-hydroxypalmitoleoyl-CoA	c	-4	False	247	1.0	
M_CE0853_c	3-oxopalmitoleoyl-CoA	c	-4	False	247	1.0	
M_CE2592_m	(S)-3-hydroxypalmitoleoyl-CoA	m	-4	False	247	1.0	
M_CE0853_m	3-oxopalmitoleoyl-CoA	m	-4	False	247	1.0	
M_CE2592_x	(S)-3-hydroxypalmitoleoyl-CoA	x	-4	False	247	1.0	
M_CE0853_x	3-oxopalmitoleoyl-CoA	x	-4	False	247	1.0	
M_CE1102_c	cis-(3S)-hydroxytetradec-7-enoyl-CoA	c	-4	False	247	1.0	
M_CE0782_c	3-oxomyrist-7-enoyl-CoA	c	-4	False	247	1.0	
M_CE1102_m	cis-(3S)-hydroxytetradec-7-enoyl-CoA	m	-4	False	247	1.0	
M_CE0782_m	3-oxomyrist-7-enoyl-CoA	m	-4	False	247	1.0	
M_CE1102_x	cis-(3S)-hydroxytetradec-7-enoyl-CoA	x	-4	False	247	1.0	
M_CE0782_x	3-oxomyrist-7-enoyl-CoA	x	-4	False	247	1.0	
M_CE2597_c	3(S)-3-hydroxydodecen-(5Z)-oyl-CoA	c	-4	False	247	1.0	
M_CE0692_c	3-oxolaur-cis-5-enoyl-CoA	c	-4	False	247	1.0	
M_CE2597_m	3(S)-3-hydroxydodecen-(5Z)-oyl-CoA	m	-4	False	247	1.0	
M_CE0692_m	3-oxolaur-cis-5-enoyl-CoA	m	-4	False	247	1.0	
M_CE2597_x	3(S)-3-hydroxydodecen-(5Z)-oyl-CoA	x	-4	False	247	1.0	
M_CE0692_x	3-oxolaur-cis-5-enoyl-CoA	x	-4	False	247	1.0	
M_C03372_c	1-acylglycerone 3-phosphate(2-)	c	-2	False	247	1.0	CHEBI:57534
M_1ddecg3p_c	1-acyl-sn-glycerol 3-phosphate(2-)	c	-2	False	247	1.0	CHEBI:57970
M_hdcea_m	palmitoleate	m	-1	False	247	1.0	CHEBI:32372
M_hdcea_x	palmitoleate	x	-1	False	247	1.0	CHEBI:32372
M_CE0852_x	palmitoleyl-CoA(4-)	x	-4	False	247	1.0	CHEBI:61540
M_CE2591_m	trans,cis-hexadeca-2,9-dienoyl-CoA	m	-4	False	247	1.0	
M_CE2591_x	trans,cis-hexadeca-2,9-dienoyl-CoA	x	-4	False	247	1.0	
M_CE0784_m	cis-myrist-7-enoyl-CoA	m	-4	False	247	1.0	
M_CE2594_m	trans,cis-myristo-2,7-dienoyl-CoA	m	-4	False	247	1.0	
M_CE0784_x	cis-myrist-7-enoyl-CoA	x	-4	False	247	1.0	
M_CE2594_x	trans,cis-myristo-2,7-dienoyl-CoA	x	-4	False	247	1.0	
M_CE2596_m	trans,cis-dodeca-2,5-dienoyl-CoA	m	-4	False	247	1.0	
M_CE0695_m	cis-laur-5-enoyl-CoA	m	-4	False	247	1.0	
M_CE2596_x	trans,cis-dodeca-2,5-dienoyl-CoA	x	-4	False	247	1.0	
M_CE0695_x	cis-laur-5-enoyl-CoA	x	-4	False	247	1.0	
M_CE0955_r	6-oxo-prostaglandin F1alpha	r	-1	False	247	1.0	CHEBI:28158
M_pail45p_hs_g	phosphatidylinositol 4,5-bisphosphate	g	-5	False	247	1.0	CHEBI:28910
M_pail45p_hs_r	phosphatidylinositol 4,5-bisphosphate	r	-5	False	247	1.0	CHEBI:28910
M_CE5132_c	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	c	-5	False	247	1.0	CHEBI:57923
M_CE5132_g	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	g	-5	False	247	1.0	CHEBI:57923
M_CE5132_n	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	n	-5	False	247	1.0	CHEBI:57923
M_CE5132_r	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	r	-5	False	247	1.0	CHEBI:57923
M_pail3p_hs_g	1-phosphatidyl-1D-myo-inositol 3-phosphate(3-)	g	-3	False	247	1.0	CHEBI:58088
M_CE2206_c	24-oxo-1alpha,25-dihydroxyvitamin D3	c	0	False	247	1.0	CHEBI:47812
M_CE2207_c	24-oxo-1alpha,23,25-trihydroxyvitamin D3	c	0	False	247	1.0	CHEBI:47813
M_CE2206_m	24-oxo-1alpha,25-dihydroxyvitamin D3	m	0	False	247	1.0	CHEBI:47812
