!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Reaction" TableName="Reaction"								
!Reaction	!Name	!ReactionFormula	!Location	!Regulator	!KineticLaw	!SBOTerm	!IsReversible	!Identifiers:obo.eco
R_PPAt	Propionate transport, diffusion	M_ppa_e <=> M_ppa_c			FLUX_VALUE	185	False	ECO:0000000
R_PPAtm	Propionate transport, diffusion	M_ppa_c <=> M_ppa_m			FLUX_VALUE	185	False	ECO:0000000
R_PPBNGS	porphobilinogen synthase	2 M_5aop_c <=> 2 M_h2o_c + M_h_c + M_ppbng_c		_210_1_c|_210_2_c	FLUX_VALUE	176	False	ECO:0000269
R_PPCDC	phosphopantothenoylcysteine decarboxylase	M_h_c + M_4ppcys_c <=> M_co2_c + M_pan4p_c		_60490_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PPCOACm	Propionyl-CoA carboxylase, mitochondrial	M_ppcoa_m + M_atp_m + M_hco3_m <=> M_h_m + M_adp_m + M_pi_m + M_mmcoa_S_m		_5095_1_m_5096_1_m	FLUX_VALUE	176	False	ECO:0000269
R_PPCOAOm	Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial	M_ppcoa_m + M_fad_m <=> M_fadh2_m + M_prpncoa_m		_80724_1_m|_27034_1_m|_36_1_m|_35_1_m|_84129_1_m|_34_1_m|_28976_1_m	FLUX_VALUE	176	False	ECO:0000269
R_PPD2CSPp	PPD2CSPp	M_6a2ohxnt_x <=> M_1pipdn2c_x + M_h2o_x			FLUX_VALUE	176	False	ECO:0000000
R_PPDOx	Propane-1,2-diol:NAD+ 1-oxidoreductase	M_h_c + M_nadh_c + M_lald_D_c <=> M_nad_c + M_12ppd_R_c		_8574_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PPDOy	Propane-1,2-diol:NADP+ 1-oxidoreductase	M_h_c + M_nadph_c + M_lald_D_c <=> M_nadp_c + M_12ppd_R_c		_8574_1_c|_231_1_c|_10327_2_c|_10327_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PPItr	Diphosphate transporter, endoplasmic reticulum	M_ppi_c <=> M_ppi_r			FLUX_VALUE	185	True	ECO:0000000
R_PPItx	Diphosphate transporter, peroxisome	M_ppi_c <=> M_ppi_x			FLUX_VALUE	185	True	ECO:0000000
R_PPM	phosphopentomutase	M_r1p_c <=> M_r5p_c		_5236_1_c	FLUX_VALUE	176	True	ECO:0000000
R_PPMI12346Ptn	5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion)	M_ppmi12346p_c <=> M_ppmi12346p_n			FLUX_VALUE	185	True	ECO:0000000
R_PPMI1346Ptn	diphosphatidylinositol tetrakisphosphate nuclear transport (diffusion)	M_ppmi1346p_c <=> M_ppmi1346p_n			FLUX_VALUE	185	True	ECO:0000000
R_PPNCL3	phosphopantothenate-cysteine ligase	M_atp_c + M_cys_L_c + M_4ppan_c <=> M_h_c + M_amp_c + M_ppi_c + M_4ppcys_c		_79717_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PPOR	Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)	M_o2_c + M_phpyr_c <=> M_co2_c + M_2hyoxplac_c		_3242_1_c	FLUX_VALUE	176	False	ECO:0000212
R_PPPG9tm	protoporphyrinogen IX mitochondrial transport	M_pppg9_c <=> M_pppg9_m			FLUX_VALUE	185	True	ECO:0000000
R_PPPGOm	protoporphyrinogen oxidase, mitochondrial	3 M_o2_m + 2 M_pppg9_m <=> 6 M_h2o_m + 2 M_ppp9_m		_5498_1_m	FLUX_VALUE	176	False	ECO:0000304
R_PPPItn	Inorganic triphosphate transport through nuclear pore	M_pppi_c <=> M_pppi_n			FLUX_VALUE	185	True	ECO:0000000
R_PRAGSr	phosphoribosylglycinamide synthase	M_atp_c + M_gly_c + M_pram_c <=> M_adp_c + M_h_c + M_pi_c + M_gar_c		_2618_1_c|_2618_2_c	FLUX_VALUE	176	True	ECO:0000269
R_PRASCS	phosphoribosylaminoimidazolesuccinocarboxamide synthase	M_atp_c + M_asp_L_c + M_5aizc_c <=> M_adp_c + M_h_c + M_pi_c + M_25aics_c		_10606_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PRDX	Peroxidase (multiple substrates)	M_h2o2_c + M_meoh_c <=> 2 M_h2o_c + M_fald_c		_8288_1_c	FLUX_VALUE	176	False	ECO:0000000
R_PRDXl	Peroxidase (multiple substrates)	M_h2o2_l + M_meoh_l <=> 2 M_h2o_l + M_fald_l		_4353_1_l	FLUX_VALUE	176	False	ECO:0000000
R_PRFGS	phosphoribosylformylglycinamidine synthase	M_h2o_c + M_atp_c + M_gln_L_c + M_fgam_c <=> M_adp_c + M_h_c + M_pi_c + M_glu_L_c + M_fpram_c		_5198_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PRGNLONESULT	steroid sulfotransferase	M_paps_c + M_prgnlone_c <=> M_h_c + M_pap_c + M_prgnlones_c		_6822_1_c|_6820_2_c	FLUX_VALUE	176	False	ECO:0000269
R_PRGNLONEtm	pregnenolone intracellular transport	M_prgnlone_c <=> M_prgnlone_m			FLUX_VALUE	185	True	ECO:0000000
R_PRGNLONEtr	pregnenolone intracellular transport	M_prgnlone_c <=> M_prgnlone_r			FLUX_VALUE	185	True	ECO:0000000
R_PRGSTRNt	Progesterone transport	M_prgstrn_e <=> M_prgstrn_c			FLUX_VALUE	185	True	ECO:0000000
R_PRISTANALtx	pristanal peroxisomal transport	M_pristanal_x <=> M_pristanal_c			FLUX_VALUE	185	True	ECO:0000000
R_PRISTCOAtx	pristcoa peroxisomal transport	M_pristcoa_x <=> M_pristcoa_c			FLUX_VALUE	185	True	ECO:0000000
R_PRISTtx	prist peroxisomal transport	M_prist_x <=> M_prist_c			FLUX_VALUE	185	True	ECO:0000000
R_PRO1xm	proline oxidase (NAD), mitochondrial	M_nad_m + M_pro_L_m <=> 2 M_h_m + M_nadh_m + M_1pyr5c_m		_5625_1_m	FLUX_VALUE	176	False	ECO:0000254
R_PROAKGOX1r	L-Proline,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating) (ER)	M_o2_r + M_akg_r + M_pro_L_r <=> M_co2_r + M_4hpro_LT_r + M_succ_r		_5033_1_r_5034_1_r|_5034_1_r_8974_1_r	FLUX_VALUE	176	False	ECO:0000269
R_PROD2	Proline dehydrogenase	M_fad_c + M_pro_L_c <=> M_h_c + M_fadh2_c + M_1pyr5c_c		_58510_1_c	FLUX_VALUE	176	False	ECO:0000254
R_PROD2m	Proline dehydrogenase (m)	M_fad_m + M_pro_L_m <=> M_h_m + M_fadh2_m + M_1pyr5c_m		_5625_1_m	FLUX_VALUE	176	False	ECO:0000254
R_PRODt2r	D-proline reversible transport via proton symport	M_h_e + M_pro_D_e <=> M_h_c + M_pro_D_c		_206358_1_c	FLUX_VALUE	185	True	ECO:0000304
R_PRODt2rL	D-proline reversible transport via proton symport (lysosome)	M_h_l + M_pro_D_l <=> M_h_c + M_pro_D_c		_206358_1_c	FLUX_VALUE	185	True	ECO:0000269
R_PROSTGD2t	prostaglandin transport via bicarbonate countertransport	M_hco3_c + M_prostgd2_e <=> M_hco3_e + M_prostgd2_c		_6578_1_c	FLUX_VALUE	185	True	ECO:0000269
R_PROSTGE1t	prostaglandin transport via bicarbonate countertransport	M_hco3_c + M_prostge1_e <=> M_hco3_e + M_prostge1_c		_6578_1_c	FLUX_VALUE	185	True	ECO:0000269
R_PROSTGE1t3	prostaglandine E1 transport (ATP-dependent)	M_h2o_c + M_atp_c + M_prostge1_c <=> M_adp_c + M_h_c + M_pi_c + M_prostge1_e		_10257_1_c	FLUX_VALUE	185	False	ECO:0000269
R_PROSTGE2t	prostaglandin transport via bicarbonate countertransport	M_hco3_c + M_prostge2_e <=> M_hco3_e + M_prostge2_c		_28231_1_c|_6578_1_c|_28232_1_c|_6579_1_c	FLUX_VALUE	185	True	ECO:0000269
R_PROSTGE2t2	prostaglandin uniport	M_prostge2_e <=> M_prostge2_c		_6582_2_c|_6582_1_c|_6580_1_c	FLUX_VALUE	185	True	ECO:0000269
R_PROSTGE2t3	prostaglandine E2 transport (ATP-dependent)	M_h2o_c + M_atp_c + M_prostge2_c <=> M_adp_c + M_h_c + M_pi_c + M_prostge2_e		_10257_1_c	FLUX_VALUE	185	False	ECO:0000269
R_PROSTGF2t	prostaglandin uniport	M_prostgf2_e <=> M_prostgf2_c		_6582_2_c|_6582_1_c|_6580_1_c	FLUX_VALUE	185	True	ECO:0000269
R_PROSTGH2t	Prostaglandin H2 transport	M_hco3_c + M_prostgh2_e <=> M_hco3_e + M_prostgh2_c			FLUX_VALUE	185	True	ECO:0000269
R_PROSTGI2t	Prostaglandin I2 transport	M_hco3_c + M_prostgi2_e <=> M_hco3_e + M_prostgi2_c			FLUX_VALUE	185	True	ECO:0000269
R_PROSTGI2tr	Prostaglandin I2 transport (ER)	M_prostgi2_c <=> M_prostgi2_r			FLUX_VALUE	185	True	ECO:0000269
R_PROt2r	L-proline reversible transport via proton symport	M_h_e + M_pro_L_e <=> M_h_c + M_pro_L_c		_206358_1_c	FLUX_VALUE	185	True	ECO:0000304
R_PROt2rL	L-proline reversible transport via proton symport (lysosome)	M_h_l + M_pro_L_l <=> M_h_c + M_pro_L_c		_206358_1_c	FLUX_VALUE	185	True	ECO:0000269
R_PROt4	Na+/Proline-L symporter	M_na1_e + M_pro_L_e <=> M_na1_c + M_pro_L_c		_55089_1_c|_81539_1_c|_54407_1_c	FLUX_VALUE	185	False	ECO:0000269
R_PROtm	L-proline transport, mitochondrial	M_pro_L_c <=> M_pro_L_m			FLUX_VALUE	185	True	ECO:0000000
R_PRPNCOAHYDm	Propenoyl-CoA hydrolase (m)	M_h2o_m + M_prpncoa_m <=> M_3hpcoa_m		_1892_1_m|_3030_1_m_3032_1_m|_549_1_m	FLUX_VALUE	176	False	ECO:0000134
R_PRPNCOAHYDx	Propenoyl-CoA hydrolase (x)	M_h2o_x + M_prpncoa_x <=> M_3hpcoa_x		_1962_1_x	FLUX_VALUE	176	False	ECO:0000269
R_PRPPS	phosphoribosylpyrophosphate synthetase	M_atp_c + M_r5p_c <=> M_h_c + M_amp_c + M_prpp_c		_221823_2_c|_5631_1_c|_221823_1_c|_5634_1_c	FLUX_VALUE	176	True	ECO:0000000
R_PS_HSter	phosphatidylserine scramblase	M_ps_hs_c <=> M_ps_hs_r			FLUX_VALUE	185	True	ECO:0000000
R_PS_HStg	phosphatidylserine scramblase	M_ps_hs_c <=> M_ps_hs_g			FLUX_VALUE	185	True	ECO:0000000
R_PSDm_hs	Phosphatidylserine decarboxylase	M_h_m + M_ps_hs_m <=> M_co2_m + M_pe_hs_m		_23761_1_m	FLUX_VALUE	176	False	ECO:0000269
R_PSERT	phosphoserine transaminase	M_glu_L_c + M_3php_c <=> M_h_c + M_akg_c + M_pser_L_c		_29968_1_c|_29968_2_c	FLUX_VALUE	176	False	ECO:0000269
R_PSFLIP	phosphatidylserine flippase	M_h2o_c + M_atp_c + M_ps_hs_e <=> M_adp_c + M_h_c + M_pi_c + M_ps_hs_c		_10396_1_c|_57194_1_c	FLUX_VALUE	185	False	ECO:0000269
R_PSFLIPm	phosphatidylserine flippase	M_h2o_c + M_atp_c + M_ps_hs_c <=> M_adp_c + M_h_c + M_pi_c + M_ps_hs_m		_10396_1_c|_57194_1_c	FLUX_VALUE	185	False	ECO:0000269
R_PSP_L	phosphoserine phosphatase (L-serine)	M_h2o_c + M_h_c + M_pser_L_c <=> M_pi_c + M_ser_L_c		_8781_1_c|_5723_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PSSA1_hs	Phosphatidylserine synthase homo sapiens	M_ser_L_c + M_pchol_hs_c <=> M_chol_c + M_ps_hs_c		_9791_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PSSA2_hs	Phosphatidylserine synthase homo sapiens	M_ser_L_c + M_pe_hs_c <=> M_etha_c + M_ps_hs_c		_81490_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PSt3	phosphatidylserine transport	M_ps_hs_e <=> M_ps_hs_c			FLUX_VALUE	185	True	ECO:0000269
R_PTDCACRNCPT1	carnitine fatty-acyl transferase	M_crn_c + M_ptdcacoa_c <=> M_coa_c + M_ptdcacrn_c		_1375_1_c|_1375_4_c|_1375_3_c|_1374_1_c|_126129_1_c|_1375_2_c	FLUX_VALUE	176	False	ECO:0000269
R_PTDCACRNCPT2	pentadecanoate transport into the mitochondria	M_coa_m + M_ptdcacrn_m <=> M_crn_m + M_ptdcacoa_m		_1376_1_m	FLUX_VALUE	176	False	ECO:0000000
R_PTDCACRNt	pentadecanoate transport into the mitochondria	M_ptdcacrn_c <=> M_ptdcacrn_m		_788_1_c	FLUX_VALUE	185	False	ECO:0000000
R_PTDCAt	fatty acid transport via diffusion	M_ptdca_e <=> M_ptdca_c			FLUX_VALUE	185	True	ECO:0000000
R_PTE2x	peroxisomal acyl-CoA thioesterase	M_pmtcoa_x + M_h2o_x <=> M_h_x + M_coa_x + M_hdca_x		_10965_1_x|_10005_1_x|_10005_3_x|_10005_2_x	FLUX_VALUE	176	False	ECO:0000269
R_PTE3x	peroxisomal acyl-CoA thioesterase	M_h2o_x + M_pristcoa_x <=> M_h_x + M_coa_x + M_prist_x		_10965_1_x	FLUX_VALUE	176	False	ECO:0000000
R_PTE4x	peroxisomal acyl-CoA thioesterase	M_h2o_x + M_phytcoa_x <=> M_h_x + M_coa_x + M_phyt_x		_10965_1_x	FLUX_VALUE	176	False	ECO:0000269
R_PTE5x	peroxisomal acyl-CoA thioesterase	M_h2o_x + M_adrncoa_x <=> M_h_x + M_coa_x + M_adrn_x		_10965_1_x	FLUX_VALUE	176	False	ECO:0000269
R_PTHPS	6-pyruvoyltetrahydropterin synthase	M_ahdt_c <=> M_pppi_c + M_6pthp_c		_5805_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PTHPSn	6-pyruvoyltetrahydropterin synthase, nuclear	M_ahdt_n <=> M_pppi_n + M_6pthp_n		_5805_1_n	FLUX_VALUE	176	False	ECO:0000269
R_PTPAT	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	M_atp_c + M_h_c + M_pan4p_c <=> M_ppi_c + M_dpcoa_c		_80347_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PTRCAT1	Putrescine acetyltransferase	M_accoa_c + M_ptrc_c <=> M_h_c + M_coa_c + M_aprut_c		_6303_1_c|_112483_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PTRCOX1	Putrescine:oxygen oxidoreductase (deaminating)	M_h2o_c + M_o2_c + M_ptrc_c <=> M_h2o2_c + M_nh4_c + M_4abutn_c		_26_1_c|_314_1_c|_8639_1_c|_314_2_c	FLUX_VALUE	176	False	ECO:0000304
R_PUNP1	purine-nucleoside phosphorylase (Adenosine)	M_pi_c + M_adn_c <=> M_ade_c + M_r1p_c		_4860_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PUNP2	purine-nucleoside phosphorylase (Deoxyadenosine)	M_pi_c + M_dad_2_c <=> M_2dr1p_c + M_ade_c		_4860_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PUNP3	purine-nucleoside phosphorylase (Guanosine)	M_pi_c + M_gsn_c <=> M_gua_c + M_r1p_c		_4860_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PUNP4	purine-nucleoside phosphorylase (Deoxyguanosine)	M_pi_c + M_dgsn_c <=> M_2dr1p_c + M_gua_c		_4860_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PUNP5	purine-nucleoside phosphorylase (Inosine)	M_pi_c + M_ins_c <=> M_hxan_c + M_r1p_c		_4860_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PUNP6	purine-nucleoside phosphorylase (Deoxyinosine)	M_pi_c + M_din_c <=> M_2dr1p_c + M_hxan_c		_4860_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PUNP7	purine-nucleoside phosphorylase (Xanthosine)	M_pi_c + M_xtsn_c <=> M_xan_c + M_r1p_c		_4860_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PVD3	Previtamin D3 formation	M_7dhchsterol_c <=> M_pd3_c			FLUX_VALUE	176	True	ECO:0000134
R_PYAM5POr	pyridoxamine 5-phosphate oxidase	M_h2o_c + M_o2_c + M_pyam5p_c <=> M_h2o2_c + M_nh4_c + M_pydx5p_c		_55163_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PYAM5Ptm	Pyridoxamine 5-phosphate transport via diffusion, mitochondrial	M_pyam5p_c <=> M_pyam5p_m			FLUX_VALUE	185	True	ECO:0000000
R_PYDAMK	pyridoxamine kinase	M_atp_c + M_pydam_c <=> M_adp_c + M_h_c + M_pyam5p_c		_8566_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PYDAMtr	pyridoxamine transport via diffusion	M_pydam_e <=> M_pydam_c			FLUX_VALUE	185	True	ECO:0000000
R_PYDX5Ptm	Pyridoxal 5-phosphate transport via diffusion, mitochondrial	M_pydx5p_c <=> M_pydx5p_m			FLUX_VALUE	185	True	ECO:0000000
R_PYDXDH	pyridoxal dehydrogenase	M_h2o_c + M_o2_c + M_pydx_c <=> M_h2o2_c + M_4pyrdx_c		_316_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PYDXK	pyridoxal kinase	M_atp_c + M_pydx_c <=> M_adp_c + M_h_c + M_pydx5p_c		_8566_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PYDXNK	pyridoxine kinase	M_atp_c + M_pydxn_c <=> M_adp_c + M_h_c + M_pdx5p_c		_8566_1_c	FLUX_VALUE	176	False	ECO:0000269
R_PYDXNtr	pyridoxine transport via diffusion	M_pydxn_e <=> M_pydxn_c			FLUX_VALUE	185	True	ECO:0000000
R_PYDXPP	Pyridoxal 5-phosphate phosphatase	M_h2o_c + M_pydx5p_c <=> M_pi_c + M_pydx_c		_57026_1_c	FLUX_VALUE	176	False	ECO:0000304
R_PYDXtr	Pyridoxal transport	M_pydx_e <=> M_pydx_c			FLUX_VALUE	185	True	ECO:0000000
R_PYK	pyruvate kinase	M_adp_c + M_h_c + M_pep_c <=> M_atp_c + M_pyr_c		_5315_2_c|_5313_2_c|_5315_3_c|_5313_1_c|_113452_1_c|_5315_1_c	FLUX_VALUE	176	False	ECO:0000134
R_PYLALDOX	Perillyl aldehyde:NAD+ oxidoreductase	M_h2o_c + M_nad_c + M_pylald_c <=> 2 M_h_c + M_nadh_c + M_peracd_c		_8854_2_c|_501_1_c|_216_1_c|_224_1_c|_8854_3_c|_223_1_c|_8854_1_c	FLUX_VALUE	176	False	ECO:0000212
R_PYLALDOXm	Perillyl aldehyde:NAD+ oxidoreductase (m)	M_h2o_m + M_nad_m + M_pylald_m <=> 2 M_h_m + M_nadh_m + M_peracd_m		_8659_2_m|_217_1_m|_8659_1_m|_219_1_m	FLUX_VALUE	176	False	ECO:0000212
R_PYNP2r	pyrimidine-nucleoside phosphorylase (uracil)	M_pi_c + M_uri_c <=> M_ura_c + M_r1p_c		_7378_2_c|_151531_1_c|_7378_1_c	FLUX_VALUE	176	True	ECO:0000269
R_PYRt2m	pyruvate mitochondrial transport via proton symport	M_h_c + M_pyr_c <=> M_h_m + M_pyr_m		_6566_1_c	FLUX_VALUE	185	True	ECO:0000000
R_PYRt2p	pyruvate peroxisomal transport via proton symport	M_h_c + M_pyr_c <=> M_h_x + M_pyr_x		_6566_1_c|_9194_1_c	FLUX_VALUE	185	True	ECO:0000269
R_PYRt2r	pyruvate reversible transport via proton symport	M_h_e + M_pyr_e <=> M_h_c + M_pyr_c		_9123_1_c|_9194_1_c|_6566_1_c	FLUX_VALUE	185	True	ECO:0000269
R_QUILSYN	Quinolinate Synthase (Eukaryotic)	M_cmusa_c <=> M_h2o_c + M_h_c + M_quln_c			FLUX_VALUE	176	False	ECO:0000000
R_RADH	retinal dehydrogenase	M_h2o_c + M_nad_c + M_retinal_c <=> 2 M_h_c + M_nadh_c + M_retn_c			FLUX_VALUE	176	True	ECO:0000000
R_RADH2	retinal dehydrogenase (NADPH)	M_h2o_c + M_nadp_c + M_retinal_c <=> 2 M_h_c + M_nadph_c + M_retn_c			FLUX_VALUE	176	True	ECO:0000000
R_RADH3	retinal dehydrogenase	M_h2o_c + M_nad_c + M_retinal_cis_13_c <=> 2 M_h_c + M_nadh_c + M_13_cis_retn_c			FLUX_VALUE	176	True	ECO:0000000
R_RADH4	retinal dehydrogenase (NADPH)	M_h2o_c + M_nadp_c + M_retinal_cis_13_c <=> 2 M_h_c + M_nadph_c + M_13_cis_retn_c			FLUX_VALUE	176	True	ECO:0000000
R_RAHY	retinoic acid hydroxylation (P450)	M_o2_c + M_h_c + M_nadph_c + M_retn_c <=> M_h2o_c + M_nadp_c + M_hretn_c			FLUX_VALUE	176	False	ECO:0000000
R_RAI1	retinal isomerase (11-cis)	M_retinal_c <=> M_retinal_11_cis_c			FLUX_VALUE	176	True	ECO:0000000
R_RAI2	retinal isomerase (9-cis)	M_retinal_c <=> M_retinal_cis_9_c			FLUX_VALUE	176	True	ECO:0000000
R_RAI3	13-cis-retinoic acid isomerase	M_retn_c <=> M_13_cis_retn_c		_2944_1_c|_2944_2_c	FLUX_VALUE	176	True	ECO:0000000
R_RAI4	13-cis-4-oxo-retinoic acid isomerase	M_oretn_c <=> M_13_cis_oretn_c			FLUX_VALUE	176	True	ECO:0000000
R_RAtn	Retinoate transport, nuclear	M_retn_c <=> M_retn_n			FLUX_VALUE	185	True	ECO:0000000
R_RAtn3	13-cis-retinoic acid transport, nuclear	M_13_cis_retn_c <=> M_13_cis_retn_n			FLUX_VALUE	185	True	ECO:0000000
R_RBFK	riboflavin kinase	M_atp_c + M_ribflv_c <=> M_adp_c + M_h_c + M_fmn_c		_55312_1_c	FLUX_VALUE	176	False	ECO:0000269
R_RBK	ribokinase	M_atp_c + M_rib_D_c <=> M_adp_c + M_h_c + M_r5p_c		_64080_1_c	FLUX_VALUE	176	False	ECO:0000304
R_RBK_D	D-ribulokinase	M_atp_c + M_rbl_D_c <=> M_adp_c + M_h_c + M_ru5p_D_c		_64080_1_c	FLUX_VALUE	176	False	ECO:0000304
R_RBTt	ribitol transport via passive diffusion	M_rbt_c <=> M_rbt_e			FLUX_VALUE	185	False	ECO:0000000
R_RDH1	retinol dehydrogenase (all-trans)	M_nad_c + M_retinol_c <=> M_h_c + M_nadh_c + M_retinal_c		_5959_1_c|_8608_1_c	FLUX_VALUE	176	True	ECO:0000269
R_RDH1a	retinol dehydrogenase (all-trans,NADPH)	M_nadp_c + M_retinol_c <=> M_h_c + M_nadph_c + M_retinal_c		_157506_1_c|_112724_1_c|_145226_1_c|_51109_1_c|_195814_1_c|_57665_1_c|_50700_1_c	FLUX_VALUE	176	True	ECO:0000269
R_RDH2	retinol dehydrogenase (9-cis,NADH)	M_nad_c + M_retinol_9_cis_c <=> M_h_c + M_nadh_c + M_retinal_cis_9_c		_5959_1_c	FLUX_VALUE	176	True	ECO:0000269
R_RDH2a	retinol dehydrogenase (9-cis,NADPH)	M_nadp_c + M_retinol_9_cis_c <=> M_h_c + M_nadph_c + M_retinal_cis_9_c		_195814_1_c|_112724_1_c|_145226_1_c|_51109_1_c|_57665_1_c|_50700_1_c	FLUX_VALUE	176	True	ECO:0000269
R_RDH3	retinol dehydrogenase (11-cis,NADH)	M_nad_c + M_retinol_cis_11_c <=> M_h_c + M_nadh_c + M_retinal_11_cis_c		_5959_1_c	FLUX_VALUE	176	True	ECO:0000269
R_RDH3a	retinol dehydrogenase (11-cis,NADPH)	M_nadp_c + M_retinol_cis_11_c <=> M_h_c + M_nadph_c + M_retinal_11_cis_c		_112724_1_c|_145226_1_c|_51109_1_c|_57665_1_c|_195814_1_c	FLUX_VALUE	176	True	ECO:0000269
R_RDH4	retinol dehydrogenase (13-cis,NADH)	M_nad_c + M_retinol_cis_13_c <=> M_h_c + M_nadh_c + M_retinal_cis_13_c		_5959_1_c	FLUX_VALUE	176	True	ECO:0000269
R_RETFA	retinol acyltransferase	M_Rtotal2coa_c + M_retinol_c <=> M_coa_c + M_retfa_c			FLUX_VALUE	176	False	ECO:0000000
R_RETFAt	fatty acid retinol efflux	M_retfa_c <=> M_retfa_e			FLUX_VALUE	185	False	ECO:0000000
R_RETFAt1	fatty acid retinol efflux (9-cis)	M_9_cis_retfa_c <=> M_9_cis_retfa_e			FLUX_VALUE	185	False	ECO:0000000
R_RETFAt2	fatty acid retinol efflux (11-cis)	M_11_cis_retfa_c <=> M_11_cis_retfa_e			FLUX_VALUE	185	False	ECO:0000000
R_RETH	retinyl ester hydrolase	M_h2o_c + M_retfa_c <=> M_h_c + M_Rtotal2_c + M_retinol_c		_8228_1_c	FLUX_VALUE	176	False	ECO:0000000
R_RETH1	retinyl ester hydrolase (9-cis)	M_h2o_c + M_9_cis_retfa_c <=> M_h_c + M_Rtotal2_c + M_retinol_9_cis_c			FLUX_VALUE	176	False	ECO:0000000
R_RETH1e	retinyl ester hydrolase (9-cis), extracellular	M_h2o_e + M_9_cis_retfa_e <=> M_h_e + M_retinol_9_cis_e + M_Rtotal2_e			FLUX_VALUE	176	False	ECO:0000000
R_RETH2	retinyl ester hydrolase (11-cis)	M_h2o_c + M_11_cis_retfa_c <=> M_h_c + M_Rtotal2_c + M_retinol_cis_11_c			FLUX_VALUE	176	False	ECO:0000000
R_RETH2e	retinyl ester hydrolase (11-cis), extracellular	M_h2o_e + M_11_cis_retfa_e <=> M_h_e + M_retinol_cis_11_e + M_Rtotal2_e			FLUX_VALUE	176	False	ECO:0000000
R_RETHe	retinyl ester hydrolase, extracellular	M_h2o_e + M_retfa_e <=> M_h_e + M_retinol_e + M_Rtotal2_e			FLUX_VALUE	176	False	ECO:0000000
R_RETI1	retinol isomerase (11-cis)	M_retinol_c <=> M_retinol_cis_11_c			FLUX_VALUE	176	True	ECO:0000000
R_RETI2	retinol isomerase (9-cis)	M_retinol_c <=> M_retinol_9_cis_c			FLUX_VALUE	176	True	ECO:0000000
R_RETI3	retinol isomerase (13-cis)	M_retinol_c <=> M_retinol_cis_13_c			FLUX_VALUE	176	True	ECO:0000000
R_RETNCOA	Retinoyl CoA formation	M_atp_c + M_coa_c + M_retn_c <=> M_amp_c + M_ppi_c + M_retncoa_c			FLUX_VALUE	176	False	ECO:0000000
R_RETNGLCt	retinoyl glucuronide efflux	M_retnglc_c <=> M_retnglc_e			FLUX_VALUE	185	False	ECO:0000000
R_RETNGLCt2	retinoyl glucuronide efflux (13-cis)	M_13_cis_retnglc_c <=> M_13_cis_retnglc_e			FLUX_VALUE	185	False	ECO:0000000
R_RETNGLCt2r	retinoyl glucuronide efflux (13-cis) from ER	M_13_cis_retnglc_r <=> M_13_cis_retnglc_c			FLUX_VALUE	185	False	ECO:0000000
R_RETNGLCtr	retinoyl glucuronide efflux from ER	M_retnglc_r <=> M_retnglc_c			FLUX_VALUE	185	False	ECO:0000000
R_RETNt	retinoic acid transport	M_retn_c <=> M_retn_e			FLUX_VALUE	185	True	ECO:0000000
R_RETNtr	retinoic acid transport in ER	M_retn_c <=> M_retn_r			FLUX_VALUE	185	False	ECO:0000000
R_RETNtr2	retinoic acid transport in ER (13-cis)	M_13_cis_retn_c <=> M_13_cis_retn_r			FLUX_VALUE	185	False	ECO:0000000
R_RETt	Retinol transport via faciliated diffusion	M_retinol_e <=> M_retinol_c			FLUX_VALUE	185	False	ECO:0000000
R_RIBFLVt3	riboflavin transport (ATP dependent)	M_h2o_c + M_atp_c + M_ribflv_e <=> M_adp_c + M_h_c + M_pi_c + M_ribflv_c			FLUX_VALUE	185	False	ECO:0000000
R_RIBt	ribose transport via diffusion	M_rib_D_e <=> M_rib_D_c			FLUX_VALUE	185	True	ECO:0000000
